ID,标签,物种,性别,年龄,,,,,,,,,,,,,,
1454,石貂雄性成体,石貂,雄性,成体,,,,,,,,,,,,,,,
1455,石貂雌性成体,石貂,雌性,成体,,,,,,,,,,,,,,,
1456,石貂成体,石貂,无法区分,成体,,,,,,,,,,,,,,,
1457,石貂雄性亚成体,石貂,雄性,亚成体,,,,,,,,,,,,,,,
1458,石貂雌性亚成体,石貂,雌性,亚成体,,,,,,,,,,,,,,,
1459,石貂亚成体,石貂,无法区分,亚成体,,,,,,,,,,,,,,,
1460,石貂幼体,石貂,无法区分,幼体,,,,,,,,,,,,,,,
1461,石貂,石貂,无法区分,无法区分,,,,,,,,,,,,,,,
1462,红嘴山鸦雄性成体,红嘴山鸦,雄性,成体,,,,,,,,,,,,,,,
1463,红嘴山鸦雌性成体,红嘴山鸦,雌性,成体,,,,,,,,,,,,,,,
1464,红嘴山鸦成体,红嘴山鸦,无法区分,成体,,,,,,,,,,,,,,,
1465,红嘴山鸦雄性亚成体,红嘴山鸦,雄性,亚成体,,,,,,,,,,,,,,,
1466,红嘴山鸦雌性亚成体,红嘴山鸦,雌性,亚成体,,,,,,,,,,,,,,,
1467,红嘴山鸦亚成体,红嘴山鸦,无法区分,亚成体,,,,,,,,,,,,,,,
1468,红嘴山鸦幼体,红嘴山鸦,无法区分,幼体,,,,,,,,,,,,,,,
1469,红嘴山鸦,红嘴山鸦,无法区分,无法区分,,,,,,,,,,,,,,,
1470,铜蓝鹟雄性成体,铜蓝鹟,雄性,成体,,,,,,,,,,,,,,,
1471,铜蓝鹟雌性成体,铜蓝鹟,雌性,成体,,,,,,,,,,,,,,,
1472,铜蓝鹟成体,铜蓝鹟,无法区分,成体,,,,,,,,,,,,,,,
1473,铜蓝鹟雄性亚成体,铜蓝鹟,雄性,亚成体,,,,,,,,,,,,,,,
1474,铜蓝鹟雌性亚成体,铜蓝鹟,雌性,亚成体,,,,,,,,,,,,,,,
1475,铜蓝鹟亚成体,铜蓝鹟,无法区分,亚成体,,,,,,,,,,,,,,,
1476,铜蓝鹟幼体,铜蓝鹟,无法区分,幼体,,,,,,,,,,,,,,,
1477,铜蓝鹟,铜蓝鹟,无法区分,无法区分,,,,,,,,,,,,,,,
1478,黄臀鹎雄性成体,黄臀鹎,雄性,成体,,,,,,,,,,,,,,,
1479,黄臀鹎雌性成体,黄臀鹎,雌性,成体,,,,,,,,,,,,,,,
1480,黄臀鹎成体,黄臀鹎,无法区分,成体,,,,,,,,,,,,,,,
1481,黄臀鹎雄性亚成体,黄臀鹎,雄性,亚成体,,,,,,,,,,,,,,,
1482,黄臀鹎雌性亚成体,黄臀鹎,雌性,亚成体,,,,,,,,,,,,,,,
1483,黄臀鹎亚成体,黄臀鹎,无法区分,亚成体,,,,,,,,,,,,,,,
1484,黄臀鹎幼体,黄臀鹎,无法区分,幼体,,,,,,,,,,,,,,,
1485,黄臀鹎,黄臀鹎,无法区分,无法区分,,,,,,,,,,,,,,,
1486,灰鼯鼠雄性成体,灰鼯鼠,雄性,成体,,,,,,,,,,,,,,,
1487,灰鼯鼠雌性成体,灰鼯鼠,雌性,成体,,,,,,,,,,,,,,,
1488,灰鼯鼠成体,灰鼯鼠,无法区分,成体,,,,,,,,,,,,,,,
1489,灰鼯鼠雄性亚成体,灰鼯鼠,雄性,亚成体,,,,,,,,,,,,,,,
1490,灰鼯鼠雌性亚成体,灰鼯鼠,雌性,亚成体,,,,,,,,,,,,,,,
1491,灰鼯鼠亚成体,灰鼯鼠,无法区分,亚成体,,,,,,,,,,,,,,,
1492,灰鼯鼠幼体,灰鼯鼠,无法区分,幼体,,,,,,,,,,,,,,,
1493,灰鼯鼠,灰鼯鼠,无法区分,无法区分,,,,,,,,,,,,,,,
1494,棕腹仙鹟雄性成体,棕腹仙鹟,雄性,成体,,,,,,,,,,,,,,,
1495,棕腹仙鹟雌性成体,棕腹仙鹟,雌性,成体,,,,,,,,,,,,,,,
1496,棕腹仙鹟成体,棕腹仙鹟,无法区分,成体,,,,,,,,,,,,,,,
1497,棕腹仙鹟雄性亚成体,棕腹仙鹟,雄性,亚成体,,,,,,,,,,,,,,,
1498,棕腹仙鹟雌性亚成体,棕腹仙鹟,雌性,亚成体,,,,,,,,,,,,,,,
1499,棕腹仙鹟亚成体,棕腹仙鹟,无法区分,亚成体,,,,,,,,,,,,,,,
1500,棕腹仙鹟幼体,棕腹仙鹟,无法区分,幼体,,,,,,,,,,,,,,,
1501,棕腹仙鹟,棕腹仙鹟,无法区分,无法区分,,,,,,,,,,,,,,,
1502,栗腹矶鸫雄性成体,栗腹矶鸫,雄性,成体,,,,,,,,,,,,,,,
1503,栗腹矶鸫雌性成体,栗腹矶鸫,雌性,成体,,,,,,,,,,,,,,,
1504,栗腹矶鸫成体,栗腹矶鸫,无法区分,成体,,,,,,,,,,,,,,,
1505,栗腹矶鸫雄性亚成体,栗腹矶鸫,雄性,亚成体,,,,,,,,,,,,,,,
1506,栗腹矶鸫雌性亚成体,栗腹矶鸫,雌性,亚成体,,,,,,,,,,,,,,,
1507,栗腹矶鸫亚成体,栗腹矶鸫,无法区分,亚成体,,,,,,,,,,,,,,,
1508,栗腹矶鸫幼体,栗腹矶鸫,无法区分,幼体,,,,,,,,,,,,,,,
1509,栗腹矶鸫,栗腹矶鸫,无法区分,无法区分,,,,,,,,,,,,,,,
1510,斑头雁雄性成体,斑头雁,雄性,成体,,,,,,,,,,,,,,,
1511,斑头雁雌性成体,斑头雁,雌性,成体,,,,,,,,,,,,,,,
1512,斑头雁成体,斑头雁,无法区分,成体,,,,,,,,,,,,,,,
1513,斑头雁雄性亚成体,斑头雁,雄性,亚成体,,,,,,,,,,,,,,,
1514,斑头雁雌性亚成体,斑头雁,雌性,亚成体,,,,,,,,,,,,,,,
1515,斑头雁亚成体,斑头雁,无法区分,亚成体,,,,,,,,,,,,,,,
1516,斑头雁幼体,斑头雁,无法区分,幼体,,,,,,,,,,,,,,,
1517,斑头雁,斑头雁,无法区分,无法区分,,,,,,,,,,,,,,,
1518,大噪鹛雄性成体,大噪鹛,雄性,成体,,,,,,,,,,,,,,,
1519,大噪鹛雌性成体,大噪鹛,雌性,成体,,,,,,,,,,,,,,,
1520,大噪鹛成体,大噪鹛,无法区分,成体,,,,,,,,,,,,,,,
1521,大噪鹛雄性亚成体,大噪鹛,雄性,亚成体,,,,,,,,,,,,,,,
1522,大噪鹛雌性亚成体,大噪鹛,雌性,亚成体,,,,,,,,,,,,,,,
1523,大噪鹛亚成体,大噪鹛,无法区分,亚成体,,,,,,,,,,,,,,,
1524,大噪鹛幼体,大噪鹛,无法区分,幼体,,,,,,,,,,,,,,,
1525,大噪鹛,大噪鹛,无法区分,无法区分,,,,,,,,,,,,,,,
1526,大拟啄木鸟雄性成体,大拟啄木鸟,雄性,成体,,,,,,,,,,,,,,,
1527,大拟啄木鸟雌性成体,大拟啄木鸟,雌性,成体,,,,,,,,,,,,,,,
1528,大拟啄木鸟成体,大拟啄木鸟,无法区分,成体,,,,,,,,,,,,,,,
1529,大拟啄木鸟雄性亚成体,大拟啄木鸟,雄性,亚成体,,,,,,,,,,,,,,,
1530,大拟啄木鸟雌性亚成体,大拟啄木鸟,雌性,亚成体,,,,,,,,,,,,,,,
1531,大拟啄木鸟亚成体,大拟啄木鸟,无法区分,亚成体,,,,,,,,,,,,,,,
1532,大拟啄木鸟幼体,大拟啄木鸟,无法区分,幼体,,,,,,,,,,,,,,,
1533,大拟啄木鸟,大拟啄木鸟,无法区分,无法区分,,,,,,,,,,,,,,,
1534,中华鹧鸪雄性成体,中华鹧鸪,雄性,成体,,,,,,,,,,,,,,,
1535,中华鹧鸪雌性成体,中华鹧鸪,雌性,成体,,,,,,,,,,,,,,,
1536,中华鹧鸪成体,中华鹧鸪,无法区分,成体,,,,,,,,,,,,,,,
1537,中华鹧鸪雄性亚成体,中华鹧鸪,雄性,亚成体,,,,,,,,,,,,,,,
1538,中华鹧鸪雌性亚成体,中华鹧鸪,雌性,亚成体,,,,,,,,,,,,,,,
1539,中华鹧鸪亚成体,中华鹧鸪,无法区分,亚成体,,,,,,,,,,,,,,,
1540,中华鹧鸪幼体,中华鹧鸪,无法区分,幼体,,,,,,,,,,,,,,,
1541,中华鹧鸪,中华鹧鸪,无法区分,无法区分,,,,,,,,,,,,,,,
1542,中华竹鼠雄性成体,中华竹鼠,雄性,成体,,,,,,,,,,,,,,,
1543,中华竹鼠雌性成体,中华竹鼠,雌性,成体,,,,,,,,,,,,,,,
1544,中华竹鼠成体,中华竹鼠,无法区分,成体,,,,,,,,,,,,,,,
1545,中华竹鼠雄性亚成体,中华竹鼠,雄性,亚成体,,,,,,,,,,,,,,,
1546,中华竹鼠雌性亚成体,中华竹鼠,雌性,亚成体,,,,,,,,,,,,,,,
1547,中华竹鼠亚成体,中华竹鼠,无法区分,亚成体,,,,,,,,,,,,,,,
1548,中华竹鼠幼体,中华竹鼠,无法区分,幼体,,,,,,,,,,,,,,,
1549,中华竹鼠,中华竹鼠,无法区分,无法区分,,,,,,,,,,,,,,,
1550,蓝须蜂虎雄性成体,蓝须蜂虎,雄性,成体,,,,,,,,,,,,,,,
1551,蓝须蜂虎雌性成体,蓝须蜂虎,雌性,成体,,,,,,,,,,,,,,,
1552,蓝须蜂虎成体,蓝须蜂虎,无法区分,成体,,,,,,,,,,,,,,,
1553,蓝须蜂虎雄性亚成体,蓝须蜂虎,雄性,亚成体,,,,,,,,,,,,,,,
1554,蓝须蜂虎雌性亚成体,蓝须蜂虎,雌性,亚成体,,,,,,,,,,,,,,,
1555,蓝须蜂虎亚成体,蓝须蜂虎,无法区分,亚成体,,,,,,,,,,,,,,,
1556,蓝须蜂虎幼体,蓝须蜂虎,无法区分,幼体,,,,,,,,,,,,,,,
1557,蓝须蜂虎,蓝须蜂虎,无法区分,无法区分,,,,,,,,,,,,,,,
1558,红喉山鹧鸪雄性成体,红喉山鹧鸪,雄性,成体,,,,,,,,,,,,,,,
1559,红喉山鹧鸪雌性成体,红喉山鹧鸪,雌性,成体,,,,,,,,,,,,,,,
1560,红喉山鹧鸪成体,红喉山鹧鸪,无法区分,成体,,,,,,,,,,,,,,,
1561,红喉山鹧鸪雄性亚成体,红喉山鹧鸪,雄性,亚成体,,,,,,,,,,,,,,,
1562,红喉山鹧鸪雌性亚成体,红喉山鹧鸪,雌性,亚成体,,,,,,,,,,,,,,,
1563,红喉山鹧鸪亚成体,红喉山鹧鸪,无法区分,亚成体,,,,,,,,,,,,,,,
1564,红喉山鹧鸪幼体,红喉山鹧鸪,无法区分,幼体,,,,,,,,,,,,,,,
1565,红喉山鹧鸪,红喉山鹧鸪,无法区分,无法区分,,,,,,,,,,,,,,,
1566,鹊鸲雄性成体,鹊鸲,雄性,成体,,,,,,,,,,,,,,,
1567,鹊鸲雌性成体,鹊鸲,雌性,成体,,,,,,,,,,,,,,,
1568,鹊鸲成体,鹊鸲,无法区分,成体,,,,,,,,,,,,,,,
1569,鹊鸲雄性亚成体,鹊鸲,雄性,亚成体,,,,,,,,,,,,,,,
1570,鹊鸲雌性亚成体,鹊鸲,雌性,亚成体,,,,,,,,,,,,,,,
1571,鹊鸲亚成体,鹊鸲,无法区分,亚成体,,,,,,,,,,,,,,,
1572,鹊鸲幼体,鹊鸲,无法区分,幼体,,,,,,,,,,,,,,,
1573,鹊鸲,鹊鸲,无法区分,无法区分,,,,,,,,,,,,,,,
1574,霜背大鼯鼠雄性成体,霜背大鼯鼠,雄性,成体,,,,,,,,,,,,,,,
1575,霜背大鼯鼠雌性成体,霜背大鼯鼠,雌性,成体,,,,,,,,,,,,,,,
1576,霜背大鼯鼠成体,霜背大鼯鼠,无法区分,成体,,,,,,,,,,,,,,,
1577,霜背大鼯鼠雄性亚成体,霜背大鼯鼠,雄性,亚成体,,,,,,,,,,,,,,,
1578,霜背大鼯鼠雌性亚成体,霜背大鼯鼠,雌性,亚成体,,,,,,,,,,,,,,,
1579,霜背大鼯鼠亚成体,霜背大鼯鼠,无法区分,亚成体,,,,,,,,,,,,,,,
1580,霜背大鼯鼠幼体,霜背大鼯鼠,无法区分,幼体,,,,,,,,,,,,,,,
1581,霜背大鼯鼠,霜背大鼯鼠,无法区分,无法区分,,,,,,,,,,,,,,,
1582,不丹羚牛雄性成体,不丹羚牛,雄性,成体,,,,,,,,,,,,,,,
1583,不丹羚牛雌性成体,不丹羚牛,雌性,成体,,,,,,,,,,,,,,,
1584,不丹羚牛成体,不丹羚牛,无法区分,成体,,,,,,,,,,,,,,,
1585,不丹羚牛雄性亚成体,不丹羚牛,雄性,亚成体,,,,,,,,,,,,,,,
1586,不丹羚牛雌性亚成体,不丹羚牛,雌性,亚成体,,,,,,,,,,,,,,,
1587,不丹羚牛亚成体,不丹羚牛,无法区分,亚成体,,,,,,,,,,,,,,,
1588,不丹羚牛幼体,不丹羚牛,无法区分,幼体,,,,,,,,,,,,,,,
1589,不丹羚牛,不丹羚牛,无法区分,无法区分,,,,,,,,,,,,,,,
1590,沙狐雄性成体,沙狐,雄性,成体,,,,,,,,,,,,,,,
1591,沙狐雌性成体,沙狐,雌性,成体,,,,,,,,,,,,,,,
1592,沙狐成体,沙狐,无法区分,成体,,,,,,,,,,,,,,,
1593,沙狐雄性亚成体,沙狐,雄性,亚成体,,,,,,,,,,,,,,,
1594,沙狐雌性亚成体,沙狐,雌性,亚成体,,,,,,,,,,,,,,,
1595,沙狐亚成体,沙狐,无法区分,亚成体,,,,,,,,,,,,,,,
1596,沙狐幼体,沙狐,无法区分,幼体,,,,,,,,,,,,,,,
1597,沙狐,沙狐,无法区分,无法区分,,,,,,,,,,,,,,,
1598,大黄冠啄木鸟雄性成体,大黄冠啄木鸟,雄性,成体,,,,,,,,,,,,,,,
1599,大黄冠啄木鸟雌性成体,大黄冠啄木鸟,雌性,成体,,,,,,,,,,,,,,,
1600,大黄冠啄木鸟成体,大黄冠啄木鸟,无法区分,成体,,,,,,,,,,,,,,,
1601,大黄冠啄木鸟雄性亚成体,大黄冠啄木鸟,雄性,亚成体,,,,,,,,,,,,,,,
1602,大黄冠啄木鸟雌性亚成体,大黄冠啄木鸟,雌性,亚成体,,,,,,,,,,,,,,,
1603,大黄冠啄木鸟亚成体,大黄冠啄木鸟,无法区分,亚成体,,,,,,,,,,,,,,,
1604,大黄冠啄木鸟幼体,大黄冠啄木鸟,无法区分,幼体,,,,,,,,,,,,,,,
1605,大黄冠啄木鸟,大黄冠啄木鸟,无法区分,无法区分,,,,,,,,,,,,,,,
1606,兔狲雄性成体,兔狲,雄性,成体,,,,,,,,,,,,,,,
1607,兔狲雌性成体,兔狲,雌性,成体,,,,,,,,,,,,,,,
1608,兔狲成体,兔狲,无法区分,成体,,,,,,,,,,,,,,,
1609,兔狲雄性亚成体,兔狲,雄性,亚成体,,,,,,,,,,,,,,,
1610,兔狲雌性亚成体,兔狲,雌性,亚成体,,,,,,,,,,,,,,,
1611,兔狲亚成体,兔狲,无法区分,亚成体,,,,,,,,,,,,,,,
1612,兔狲幼体,兔狲,无法区分,幼体,,,,,,,,,,,,,,,
1613,兔狲,兔狲,无法区分,无法区分,,,,,,,,,,,,,,,
1614,果子狸雄性成体,花面狸,雄性,成体,,,,,,,,,,,,,,,
1615,果子狸狸雌性成体,花面狸,雌性,成体,,,,,,,,,,,,,,,
1616,果子狸成体,花面狸,无法区分,成体,,,,,,,,,,,,,,,
1617,果子狸亚成体,花面狸,无法区分,亚成体,,,,,,,,,,,,,,,
1618,果子狸幼体,花面狸,无法区分,幼体,,,,,,,,,,,,,,,
1619,果子狸,果子狸,无法区分,无法区分,,,,,,,,,,,,,,,
1620,小黑领噪鹛雄性成体,小黑领噪鹛,雄性,成体,,,,,,,,,,,,,,,
1621,小黑领噪鹛雌性成体,小黑领噪鹛,雌性,成体,,,,,,,,,,,,,,,
1622,小黑领噪鹛成体,小黑领噪鹛,无法区分,成体,,,,,,,,,,,,,,,
1623,小黑领噪鹛雄性亚成体,小黑领噪鹛,雄性,亚成体,,,,,,,,,,,,,,,
1624,小黑领噪鹛雌性亚成体,小黑领噪鹛,雌性,亚成体,,,,,,,,,,,,,,,
1625,小黑领噪鹛亚成体,小黑领噪鹛,无法区分,亚成体,,,,,,,,,,,,,,,
1626,小黑领噪鹛幼体,小黑领噪鹛,无法区分,幼体,,,,,,,,,,,,,,,
1627,小黑领噪鹛,小黑领噪鹛,无法区分,无法区分,,,,,,,,,,,,,,,
1628,鬣羚雄性成体,中华鬣羚,雄性,成体,,,,,,,,,,,,,,
1629,鬣羚雌性成体,中华鬣羚,雌性,成体,,,,,,,,,,,,,,,
1630,鬣羚成体,中华鬣羚,无法区分,成体,,,,,,,,,,,,,,,
1631,鬣羚雄性亚成体,中华鬣羚,雄性,亚成体,,,,,,,,,,,,,,,
1632,鬣羚雌性亚成体,中华鬣羚,雌性,亚成体,,,,,,,,,,,,,,,
1633,鬣羚亚成体,中华鬣羚,无法区分,亚成体,,,,,,,,,,,,,,,
1634,鬣羚幼体,中华鬣羚,无法区分,幼体,,,,,,,,,,,,,,,
1635,鬣羚,中华鬣羚,无法区分,无法区分,,,,,,,,,,,,,,,
1636,斑羚雄性成体,中华斑羚,雄性,成体,,,,,,,,,,,,,,
1637,斑羚雌性成体,中华斑羚,雌性,成体,,,,,,,,,,,,,,
1638,斑羚成体,中华斑羚,无法区分,成体,,,,,,,,,,,,,,
1639,斑羚雄性亚成体,中华斑羚,雄性,亚成体,,,,,,,,,,,,,,
1640,斑羚雌性亚成体,中华斑羚,雌性,亚成体,,,,,,,,,,,,,,
1641,斑羚亚成体,中华斑羚,无法区分,亚成体,,,,,,,,,,,,,,
1642,斑羚幼体,中华斑羚,无法区分,幼体,,,,,,,,,,,,,,
1643,斑羚,中华斑羚,无法区分,无法区分,,,,,,,,,,,,,,
1644,蓝马鸡雄性成体,蓝马鸡,雄性,成体,,,,,,,,,,,,,,,
1645,蓝马鸡雌性成体,蓝马鸡,雌性,成体,,,,,,,,,,,,,,,
1646,蓝马鸡成体,蓝马鸡,无法区分,成体,,,,,,,,,,,,,,,
1647,蓝马鸡雄性亚成体,蓝马鸡,雄性,亚成体,,,,,,,,,,,,,,,
1648,蓝马鸡雌性亚成体,蓝马鸡,雌性,亚成体,,,,,,,,,,,,,,,
1649,蓝马鸡亚成体,蓝马鸡,无法区分,亚成体,,,,,,,,,,,,,,,
1650,蓝马鸡幼体,蓝马鸡,无法区分,幼体,,,,,,,,,,,,,,,
1651,蓝马鸡,蓝马鸡,无法区分,无法区分,,,,,,,,,,,,,,,
1652,褐马鸡雄性成体,褐马鸡,雄性,成体,,,,,,,,,,,,,,,
1653,褐马鸡雌性成体,褐马鸡,雌性,成体,,,,,,,,,,,,,,,
1654,褐马鸡成体,褐马鸡,无法区分,成体,,,,,,,,,,,,,,,
1655,褐马鸡雄性亚成体,褐马鸡,雄性,亚成体,,,,,,,,,,,,,,,
1656,褐马鸡雌性亚成体,褐马鸡,雌性,亚成体,,,,,,,,,,,,,,,
1657,褐马鸡亚成体,褐马鸡,无法区分,亚成体,,,,,,,,,,,,,,,
1658,褐马鸡幼体,褐马鸡,无法区分,幼体,,,,,,,,,,,,,,,
1659,褐马鸡,褐马鸡,无法区分,无法区分,,,,,,,,,,,,,,,
1660,斑胸钩嘴鹛雄性成体,斑胸钩嘴鹛,雄性,成体,,,,,,,,,,,,,,,
1661,斑胸钩嘴鹛雌性成体,斑胸钩嘴鹛,雌性,成体,,,,,,,,,,,,,,,
1662,斑胸钩嘴鹛成体,斑胸钩嘴鹛,无法区分,成体,,,,,,,,,,,,,,,
1663,斑胸钩嘴鹛雄性亚成体,斑胸钩嘴鹛,雄性,亚成体,,,,,,,,,,,,,,,
1664,斑胸钩嘴鹛雌性亚成体,斑胸钩嘴鹛,雌性,亚成体,,,,,,,,,,,,,,,
1665,斑胸钩嘴鹛亚成体,斑胸钩嘴鹛,无法区分,亚成体,,,,,,,,,,,,,,,
1666,斑胸钩嘴鹛幼体,斑胸钩嘴鹛,无法区分,幼体,,,,,,,,,,,,,,,
1667,斑胸钩嘴鹛,斑胸钩嘴鹛,无法区分,无法区分,,,,,,,,,,,,,,,
1668,白喉红尾鸲雄性成体,白喉红尾鸲,雄性,成体,,,,,,,,,,,,,,,
1669,白喉红尾鸲雌性成体,白喉红尾鸲,雌性,成体,,,,,,,,,,,,,,,
1670,白喉红尾鸲成体,白喉红尾鸲,无法区分,成体,,,,,,,,,,,,,,,
1671,白喉红尾鸲雄性亚成体,白喉红尾鸲,雄性,亚成体,,,,,,,,,,,,,,,
1672,白喉红尾鸲雌性亚成体,白喉红尾鸲,雌性,亚成体,,,,,,,,,,,,,,,
1673,白喉红尾鸲亚成体,白喉红尾鸲,无法区分,亚成体,,,,,,,,,,,,,,,
1674,白喉红尾鸲幼体,白喉红尾鸲,无法区分,幼体,,,,,,,,,,,,,,,
1675,白喉红尾鸲,白喉红尾鸲,无法区分,无法区分,,,,,,,,,,,,,,,
1676,黑顶噪鹛雄性成体,黑顶噪鹛,雄性,成体,,,,,,,,,,,,,,,
1677,黑顶噪鹛雌性成体,黑顶噪鹛,雌性,成体,,,,,,,,,,,,,,,
1678,黑顶噪鹛成体,黑顶噪鹛,无法区分,成体,,,,,,,,,,,,,,,
1679,黑顶噪鹛雄性亚成体,黑顶噪鹛,雄性,亚成体,,,,,,,,,,,,,,,
1680,黑顶噪鹛雌性亚成体,黑顶噪鹛,雌性,亚成体,,,,,,,,,,,,,,,
1681,黑顶噪鹛亚成体,黑顶噪鹛,无法区分,亚成体,,,,,,,,,,,,,,,
1682,黑顶噪鹛幼体,黑顶噪鹛,无法区分,幼体,,,,,,,,,,,,,,,
1683,黑顶噪鹛,黑顶噪鹛,无法区分,无法区分,,,,,,,,,,,,,,,
1684,眼纹噪鹛雄性成体,眼纹噪鹛,雄性,成体,,,,,,,,,,,,,,,
1685,眼纹噪鹛雌性成体,眼纹噪鹛,雌性,成体,,,,,,,,,,,,,,,
1686,眼纹噪鹛成体,眼纹噪鹛,无法区分,成体,,,,,,,,,,,,,,,
1687,眼纹噪鹛雄性亚成体,眼纹噪鹛,雄性,亚成体,,,,,,,,,,,,,,,
1688,眼纹噪鹛雌性亚成体,眼纹噪鹛,雌性,亚成体,,,,,,,,,,,,,,,
1689,眼纹噪鹛亚成体,眼纹噪鹛,无法区分,亚成体,,,,,,,,,,,,,,,
1690,眼纹噪鹛幼体,眼纹噪鹛,无法区分,幼体,,,,,,,,,,,,,,,
1691,眼纹噪鹛,眼纹噪鹛,无法区分,无法区分,,,,,,,,,,,,,,,
1692,白腹锦鸡雄性成体,白腹锦鸡,雄性,成体,,,,,,,,,,,,,,,
1693,白腹锦鸡雌性成体,白腹锦鸡,雌性,成体,,,,,,,,,,,,,,,
1694,白腹锦鸡成体,白腹锦鸡,无法区分,成体,,,,,,,,,,,,,,,
1695,白腹锦鸡雄性亚成体,白腹锦鸡,雄性,亚成体,,,,,,,,,,,,,,,
1696,白腹锦鸡雌性亚成体,白腹锦鸡,雌性,亚成体,,,,,,,,,,,,,,,
1697,白腹锦鸡亚成体,白腹锦鸡,无法区分,亚成体,,,,,,,,,,,,,,,
1698,白腹锦鸡幼体,白腹锦鸡,无法区分,幼体,,,,,,,,,,,,,,,
1699,白腹锦鸡,白腹锦鸡,无法区分,无法区分,,,,,,,,,,,,,,,
1700,星鸦成体,星鸦,无法区分,成体,,,,,,,,,,,,,,,
1701,星鸦亚成体,星鸦,无法区分,亚成体,,,,,,,,,,,,,,,
1702,星鸦幼体,星鸦,无法区分,幼体,,,,,,,,,,,,,,,
1703,星鸦,星鸦,无法区分,无法区分,,,,,,,,,,,,,,,
1704,灰林鸮成体,灰林鸮,无法区分,成体,,,,,,,,,,,,,,,
1705,灰林鸮雌性成体,灰林鸮,雌性,成体,,,,,,,,,,,,,,,
1706,灰林鸮亚成体,灰林鸮,无法区分,亚成体,,,,,,,,,,,,,,,
1707,灰林鸮幼体,灰林鸮,无法区分,幼体,,,,,,,,,,,,,,,
1708,灰林鸮,灰林鸮,无法区分,无法区分,,,,,,,,,,,,,,,
1709,丛林小鼠成体,丛林小鼠,无法区分,成体,,,,,,,,,,,,,,,
1710,丛林小鼠亚成体,丛林小鼠,无法区分,亚成体,,,,,,,,,,,,,,,
1711,丛林小鼠幼体,丛林小鼠,无法区分,幼体,,,,,,,,,,,,,,,
1712,丛林小鼠,丛林小鼠,无法区分,无法区分,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
